movie_name,rating,language,year,label_lang_rating,USER RATING
Everything Everywhere All at Once,R,English,2022,English - Mature,Not found
Sleepy Hollow,R,English,1999,English - Mature,Not found
My Life Without Me,R,English,2003,English - Mature,7.4
An Innocent Man,R,English,1989,English - Mature,Not found
Dolores Claiborne,R,English,1995,English - Mature,7.4
The Con is On,R,English,2018,English - Mature,Not found
Mexican Gangster,R,English,2008,English - Mature,3.8
On the Inside,R,English,2011,English - Mature,Not found
Layer Cake,R,English,2004,English - Mature,Not found
Palm Springs,R,English,2020,English - Mature,Not found
Julia,TV-MA,English,2022–2023,English - Mature,Not found
Alien,R,English,1979,English - Mature,Not found
Constantine,R,English,2005,English - Mature,Not found
A Single Man,R,English,2009,English - Mature,Not found
Stephanie,R,English,2017,English - Mature,Not found
The Last Days of American Crime,TV-MA,English,2020,English - Mature,3.8
Zack and Miri Make a Porno,R,English,2008,English - Mature,Not found
Straw Dogs,R,English,1971,English - Mature,7.4
If....,R,English,1968,English - Mature,7.4
The Jesus Rolls,R,English,2019,English - Mature,Not found
Battle for Saipan,R,English,2022,English - Mature,3.8
A Thousand and One,R,English,2023,English - Mature,Not found
The Hurricane,R,English,1999,English - Mature,Not found
The Thing,R,English,1982,English - Mature,Not found
Bad Santa,R,English,2003,English - Mature,Not found
Nina Forever,R,English,2015,English - Mature,Not found
Hitman: Agent 47,R,English,2015,English - Mature,Not found
Open Range,R,English,2003,English - Mature,7.4
Body Heat,R,English,1981,English - Mature,7.4
It Follows,R,English,2014,English - Mature,Not found
The Nightcomers,R,English,1971,English - Mature,Not found
The King's Man,R,English,2021,English - Mature,Not found
The Lighthouse,R,English,2019,English - Mature,Not found
Kingsman: The Golden Circle,R,English,2017,English - Mature,Not found
Swordfish,R,English,2001,English - Mature,Not found
Crooked,R,English,2006,English - Mature,3.6
Kissed,R,English,1996,English - Mature,Not found
She's Out of My League,R,English,2010,English - Mature,Not found
No Small Affair,R,English,1984,English - Mature,Not found
Before Sunset,R,English,2004,English - Mature,Not found
Blade Runner 2049,R,English,2017,English - Mature,Not found
Trick,R,English,1999,English - Mature,Not found
Toxic,R,English,2008,English - Mature,3.6
Vanilla Sky,R,English,2001,English - Mature,Not found
Scream 4,R,English,2011,English - Mature,Not found
The English Patient,R,English,1996,English - Mature,Not found
Changeling,R,English,2008,English - Mature,Not found
"Peace, Love & Misunderstanding",R,English,2011,English - Mature,Not found
Jennifer's Body,R,English,2009,English - Mature,Not found
The Persian Version,R,English,2023,English - Mature,Not found
"Love, Rosie",R,English,2014,English - Mature,Not found
Dead Silence,R,English,2007,English - Mature,Not found
The Chair,TV-MA,English,2021,English - Mature,3.6
Snakes on a Plane,R,English,2006,English - Mature,Not found
The Legend of 1900,R,English,1998,English - Mature,8.0
Brothers,R,English,2009,English - Mature,Not found
True Lies,R,English,1994,English - Mature,Not found
Wrath of Man,R,English,2021,English - Mature,Not found
Reservoir Dogs,R,English,1992,English - Mature,Not found
The Oscar Nominated Short Films 2018: Live Action,R,English,2018,English - Mature,7.9
Mystic River,R,English,2003,English - Mature,Not found
The Manchurian Candidate,R,English,2004,English - Mature,7.9
Pink Floyd: The Wall,R,English,1982,English - Mature,8.0
Taxi Driver,R,English,1976,English - Mature,8.2
Red Sparrow,R,English,2018,English - Mature,Not found
John Wick: Chapter 2,R,English,2017,English - Mature,Not found
Road to Perdition,R,English,2002,English - Mature,Not found
Underworld: Evolution,R,English,2006,English - Mature,Not found
The Last Duel,R,English,2021,English - Mature,Not found
Army of Darkness,R,English,1992,English - Mature,Not found
Eternal Beauty,R,English,2019,English - Mature,Not found
Scenes of a Sexual Nature,R,English,2006,English - Mature,Not found
Psychos,R,English,2017,English - Mature,2.7
Hostel: Part II,R,English,2007,English - Mature,Not found
Eyes Wide Shut,R,English,1999,English - Mature,Not found
Parker,R,English,2013,English - Mature,Not found
The Lost Boys,R,English,1987,English - Mature,Not found
All Light Will End,TV-MA,English,2018,English - Mature,Not found
Gutshot Straight,R,English,2014,English - Mature,3.6
Swingers,R,English,1996,English - Mature,Not found
Terminator 2: Judgment Day,R,English,1991,English - Mature,Not found
The Rose,R,English,1979,English - Mature,Not found
Mad Max,R,English,1979,English - Mature,Not found
Grim,R,English,1996,English - Mature,Not found
Con Air,R,English,1997,English - Mature,Not found
Afterglow,R,English,1997,English - Mature,Not found
12 Monkeys,R,English,1995,English - Mature,Not found
Swiss Army Man,R,English,2016,English - Mature,Not found
The Satanic Rites of Dracula,R,English,1973,English - Mature,Not found
What Happens Later,R,English,2023,English - Mature,Not found
V for Vendetta,R,English,2005,English - Mature,Not found
Scream,R,English,1996,English - Mature,Not found
Deep Blue Sea,R,English,1999,English - Mature,Not found
Orphan,R,English,2009,English - Mature,Not found
The Shining,R,English,1980,English - Mature,Not found
The Shape of Water,R,English,2017,English - Mature,Not found
Event Horizon,R,English,1997,English - Mature,Not found
The Terminator,R,English,1984,English - Mature,Not found
Awaken the Shadowman,TV-MA,English,2017,English - Mature,3.6
Bloodsport 2,R,English,1996,English - Mature,Not found
Die Hard,R,English,1988,English - Mature,8.2
Oppenheimer,R,English,2023,English - Mature,8.2
Focus,R,English,2015,English - Mature,Not found
Legends of the Fall,R,English,1994,English - Mature,Not found
Scarface,R,English,1983,English - Mature,8.3
The Festival,R,English,2018,English - Mature,Not found
A Good Day to Die Hard,R,English,2013,English - Mature,Not found
I Know What You Did Last Summer,R,English,1997,English - Mature,Not found
Phantom Thread,R,English,2017,English - Mature,Not found
The Virgin Suicides,R,English,1999,English - Mature,Not found
The Pianist,R,English,2002,English - Mature,8.5
It,R,English,2017,English - Mature,Not found
Se7en,R,English,1995,English - Mature,8.6
Cake,R,English,2014,English - Mature,Not found
Nobody's Fool,R,English,1994,English - Mature,Not found
The Beast Within,R,English,2024,English - Mature,Not found
Killer Elite,R,English,2011,English - Mature,Not found
The Five-Year Engagement,R,English,2012,English - Mature,Not found
Manhattan,R,English,1979,English - Mature,Not found
The Wild Bunch,R,English,1969,English - Mature,7.9
Waking Life,R,English,2001,English - Mature,7.6
Control,R,English,2007,English - Mature,7.6
Barbarian,R,English,2022,English - Mature,Not found
After Hours,R,English,1985,English - Mature,7.6
Don't Worry Darling,R,English,2022,English - Mature,Not found
The Heartbreak Kid,R,English,2007,English - Mature,Not found
Skin Deep,R,English,1989,English - Mature,Not found
Smile,R,English,2022,English - Mature,Not found
Malignant,R,English,2021,English - Mature,Not found
The Northman,R,English,2022,English - Mature,Not found
The Unbearable Weight of Massive Talent,R,English,2022,English - Mature,Not found
Scream,R,English,1996,English - Mature,Not found
Darling,TV-MA,English,1965,English - Mature,Not found
Midsommar,R,English,2019,English - Mature,Not found
The Black Phone,R,English,2021,English - Mature,Not found
Bloat,R,English,2025,English - Mature,3.7
John Wick,R,English,2014,English - Mature,Not found
Dredd,R,English,2012,English - Mature,Not found
Black Swan,R,English,2010,English - Mature,Not found
In Bruges,R,English,2008,English - Mature,Not found
The Woman in the Window,R,English,2021,English - Mature,7.6
Get Out,R,English,2017,English - Mature,Not found
The Departed,R,English,2006,English - Mature,Not found
Fifty Shades of Grey,R,English,2015,English - Mature,Not found
The Silence of the Lambs,R,English,1991,English - Mature,Not found
The Invisible Man,R,English,2020,English - Mature,7.6
Shutter Island,R,English,2010,English - Mature,Not found
Mischief,R,English,1985,English - Mature,Not found
Léon: The Professional,R,English,1994,English - Mature,Not found
Hereditary,R,English,2018,English - Mature,Not found
Road House,R,English,2024,English - Mature,Not found
Last Night in Soho,R,English,2021,English - Mature,Not found
The Cabin in the Woods,R,English,2011,English - Mature,Not found
Shelter,R,English,2007,English - Mature,7.6
The Accountant,R,English,2016,English - Mature,Not found
Sicario,R,English,2015,English - Mature,Not found
The Little Things,R,English,2021,English - Mature,Not found
Monday,R,English,2020,English - Mature,Not found
No Country for Old Men,R,English,2007,English - Mature,Not found
3:10 to Yuma,R,English,2007,English - Mature,7.6
Nobody,R,English,2021,English - Mature,Not found
Prisoners,R,English,2013,English - Mature,Not found
Joker,R,English,2019,English - Mature,Not found
Any Given Sunday,R,English,1999,English - Mature,Not found
Matriarch,R,English,2018,English - Mature,Not found
Wind River,R,English,2017,English - Mature,Not found
My Left Foot,R,English,1989,English - Mature,7.8
The Matchmaker,R,English,1997,English - Mature,3.7
The Heartbreak Kid,R,English,2007,English - Mature,Not found
Nightmare Alley,R,English,2021,English - Mature,Not found
Triple Frontier,R,English,2019,English - Mature,Not found
Once,R,English,2006,English - Mature,Not found
Room,R,English,2015,English - Mature,Not found
Summer Lovers,R,English,1982,English - Mature,Not found
The Machinist,R,English,2004,English - Mature,Not found
Unwelcome,R,English,2022,English - Mature,Not found
Memento,R,English,2000,English - Mature,Not found
Promising Young Woman,R,English,2020,English - Mature,Not found
Kingsman: The Secret Service,R,English,2014,English - Mature,Not found
The Usual Suspects,R,English,1995,English - Mature,Not found
John Wick: Chapter 3 - Parabellum,R,English,2019,English - Mature,Not found
Ambulance,R,English,2022,English - Mature,Not found
The Evil,R,English,1978,English - Mature,Not found
The Hobbit: The Battle of the Five Armies,R,English,2014,English - Mature,Not found
Election,R,English,1999,English - Mature,Not found
Pet Sematary,R,English,1989,English - Mature,Not found
Sorority Babes in the Slimeball Bowl-O-Rama,R,English,1988,English - Mature,Not found
The Hurt Locker,R,English,2008,English - Mature,Not found
Deliverance,R,English,1972,English - Mature,Not found
Amsterdam,R,English,2022,English - Mature,Not found
The Hateful Eight,R,English,2015,English - Mature,Not found
Beasts of No Nation,TV-MA,English,2015,English - Mature,7.7
Frankenstein,R,English,2025,English - Mature,7.7
Adventureland,R,English,2009,English - Mature,Not found
Submarine,R,English,2010,English - Mature,Not found
Ready or Not,R,English,2019,English - Mature,Not found
The Green Knight,R,English,2021,English - Mature,Not found
It Chapter Two,R,English,2019,English - Mature,Not found
Fury,R,English,2014,English - Mature,7.8
The Suicide Squad,R,English,2021,English - Mature,Not found
The Killing of a Sacred Deer,R,English,2017,English - Mature,Not found
Foxcatcher,R,English,2014,English - Mature,Not found
The Equalizer,R,English,2014,English - Mature,Not found
Zodiac,R,English,2007,English - Mature,Not found
Boyz n the Hood,R,English,1991,English - Mature,Not found
Carnivorous,R,English,2007,English - Mature,2.5
The Big Sick,R,English,2017,English - Mature,Not found
Palmetto,R,English,1998,English - Mature,6.1
Double Exposure,R,English,1982,English - Mature,4.9
Willy's Wonderland,TV-MA,English,2021,English - Mature,5.5
Beverly Hills Cop II,R,English,1987,English - Mature,Not found
Dear White People,R,English,2014,English - Mature,6.1
Twice a Woman,R,English,1979,English - Mature,5.5
Die Hard 2,R,English,1990,English - Mature,Not found
The Coverup,R,English,2008,English - Mature,5.5
Carnosaur 2,R,English,1995,English - Mature,Not found
Blue,R,English,1986,English - Mature,6.1
Dr. T & the Women,R,English,2000,English - Mature,4.7
Lighthouse,R,English,1999,English - Mature,6.1
Molly's Game,R,English,2017,English - Mature,Not found
Atlantic City,R,English,1980,English - Mature,6.1
Daughter of the Wolf,R,English,2019,English - Mature,Not found
Freelancers,R,English,2012,English - Mature,4.7
Happiness Ever After,TV-MA,English,2021,English - Mature,4.7
Once Upon a Time in Mexico,R,English,2003,English - Mature,Not found
The Waiting City,R,English,2009,English - Mature,6.1
Night of the Living Dead,R,English,1968,English - Mature,Not found
Dog Day Afternoon,R,English,1975,English - Mature,Not found
Lethal Weapon 4,R,English,1998,English - Mature,Not found
Collateral Damage,R,English,2002,English - Mature,5.5
Brightburn,R,English,2019,English - Mature,Not found
Paid in Full,R,English,2002,English - Mature,6.1
Terror Firmer,R,English,1999,English - Mature,6.1
The Ministry of Ungentlemanly Warfare,R,English,2024,English - Mature,Not found
Cujo,R,English,1983,English - Mature,6.1
Fatale,R,English,2020,English - Mature,5.5
A Day Without a Mexican,R,English,2004,English - Mature,Not found
Lethal Weapon 3,R,English,1992,English - Mature,Not found
The Revolutionary,R,English,1970,English - Mature,5.5
Splinter,R,English,2008,English - Mature,6.1
Guyana: Cult of the Damned,R,English,1979,English - Mature,5.5
Punch-Drunk Love,R,English,2002,English - Mature,Not found
Pumpkinhead II: Blood Wings,R,English,1993,English - Mature,4.7
Metal Skin,TV-MA,English,1994,English - Mature,6.1
Bombshell,R,English,2019,English - Mature,Not found
American Sniper,R,English,2014,English - Mature,Not found
12 Years a Slave,R,English,2013,English - Mature,Not found
